Assets,Sharpe_Ratio,Expected_Return,Volatility,Success
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'CYRE3.SA', 'BPAC11.SA')",17.934486455592413,20.885051932657785,1.1645190947826283,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'CYRE3.SA', 'EMBR3.SA')",16.159876288607816,29.82282532956478,1.8454859924013711,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'CYRE3.SA', 'VIVT3.SA')",19.925752612148155,22.234582878634264,1.1158716717720605,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'COGN3.SA', 'BPAC11.SA')",15.131046513263074,13.789135501621734,0.9113140647300838,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'COGN3.SA', 'EMBR3.SA')",13.587618505509333,11.716297172703438,0.8622774600238345,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'COGN3.SA', 'VIVT3.SA')",17.291387395612315,17.24784843221335,0.9974820433778486,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'BPAC11.SA', 'EMBR3.SA')",15.638366953512225,21.365486496916006,1.3662223530390765,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'BPAC11.SA', 'VIVT3.SA')",19.07144552596659,24.655586250281416,1.2928011259928767,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'PETZ3.SA', 'EMBR3.SA', 'VIVT3.SA')",17.329154579008595,17.53954698716048,1.012140950511616,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'B3SA3.SA', 'CPLE6.SA', 'ELET3.SA')",20.534707582283115,21.71872368603468,1.0576592629336055,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'B3SA3.SA', 'CPLE6.SA', 'JBSS3.SA')",16.760803942393675,17.920528587173862,1.069192662163827,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'B3SA3.SA', 'CPLE6.SA', 'CYRE3.SA')",19.755317271790673,19.94172998025096,1.0094360776845874,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'B3SA3.SA', 'CPLE6.SA', 'COGN3.SA')",17.34599259878993,13.781896018619777,0.7945291075231528,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'B3SA3.SA', 'CPLE6.SA', 'BPAC11.SA')",19.04452886756595,20.95959913271179,1.1005575028115988,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'B3SA3.SA', 'CPLE6.SA', 'EMBR3.SA')",17.781955299053063,19.714062825776207,1.108655515899651,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'B3SA3.SA', 'CPLE6.SA', 'VIVT3.SA')",20.97471027077224,22.49184240054431,1.0723314939842654,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'B3SA3.SA', 'ELET3.SA', 'JBSS3.SA')",16.881617021338897,30.458852107913938,1.8042615271637183,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'B3SA3.SA', 'ELET3.SA', 'CYRE3.SA')",19.745716927520814,29.713310069819517,1.5047977330418556,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'B3SA3.SA', 'ELET3.SA', 'COGN3.SA')",17.559471797055206,18.550620266461316,1.0564452325708527,True
"('IRBR3.SA', 'MRFG3.SA', 'BBDC4.SA', 'B3SA3.SA', 'ELET3.SA', 'BPAC11.SA')",18.770475034823804,33.95131958126592,1.8087618730094979,True
